"","GEOID","NAME","populationE","med_ageE","bachelor_degree_25E","med_hh_incomeE","whiteE","blackE","asianE","hispanicE"
"882","360050184004","Block Group 4, Census Tract 184, Bronx County, New York",711,49.6,165,NA,675,0,0,229
"883","360050193001","Block Group 1, Census Tract 193, Bronx County, New York",1958,30.2,166,27338,97,876,86,1106
"884","360050263003","Block Group 3, Census Tract 263, Bronx County, New York",1544,42.3,80,42614,266,700,0,937
"885","360050265003","Block Group 3, Census Tract 265, Bronx County, New York",1865,31.2,66,43133,342,187,19,1584
"886","360050281001","Block Group 1, Census Tract 281, Bronx County, New York",1356,53.2,443,71250,676,300,74,522
"887","360050283002","Block Group 2, Census Tract 283, Bronx County, New York",1166,34.3,96,47957,483,65,1,873
"888","360050314001","Block Group 1, Census Tract 314, Bronx County, New York",1087,37.7,348,96875,438,187,106,402
"889","360050336003","Block Group 3, Census Tract 336, Bronx County, New York",540,38.5,0,13841,200,340,0,219
"890","360050020001","Block Group 1, Census Tract 20, Bronx County, New York",1138,49.2,153,52238,527,572,0,566
"891","360050069002","Block Group 2, Census Tract 69, Bronx County, New York",1536,34.8,113,30374,652,526,37,762
"892","360050069003","Block Group 3, Census Tract 69, Bronx County, New York",1016,30.8,63,NA,40,531,0,560
"893","360050160002","Block Group 2, Census Tract 160, Bronx County, New York",440,45.3,100,105893,270,58,0,164
"894","360050092001","Block Group 1, Census Tract 92, Bronx County, New York",1006,38.1,113,40313,53,211,252,529
"895","360050127011","Block Group 1, Census Tract 127.01, Bronx County, New York",900,40.8,56,16838,156,154,0,746
"896","360050135002","Block Group 2, Census Tract 135, Bronx County, New York",1463,33.6,30,15875,238,407,0,1200
"897","360050138001","Block Group 1, Census Tract 138, Bronx County, New York",1673,37.6,303,82538,1353,116,159,323
"898","360050161003","Block Group 3, Census Tract 161, Bronx County, New York",997,35.9,68,17188,118,314,0,741
"899","360050195001","Block Group 1, Census Tract 195, Bronx County, New York",1983,40.2,193,26050,388,948,0,1113
"900","360050167001","Block Group 1, Census Tract 167, Bronx County, New York",981,34.9,110,44095,88,572,0,480
"901","360050224012","Block Group 2, Census Tract 224.01, Bronx County, New York",1809,32.7,330,62946,174,363,63,1223
"902","360050079001","Block Group 1, Census Tract 79, Bronx County, New York",1726,27.5,0,17434,140,562,0,1309
"903","360050175003","Block Group 3, Census Tract 175, Bronx County, New York",1781,32.9,69,38462,424,733,0,1170
"904","360050215012","Block Group 2, Census Tract 215.01, Bronx County, New York",1677,24.2,72,20477,111,533,0,1264
"905","360050215022","Block Group 2, Census Tract 215.02, Bronx County, New York",1403,34.7,143,20887,65,237,0,1172
"906","360050230001","Block Group 1, Census Tract 230, Bronx County, New York",1553,29.3,152,24054,188,248,24,1068
"907","360050255001","Block Group 1, Census Tract 255, Bronx County, New York",2347,36.1,192,22857,383,509,0,1742
"908","360050264004","Block Group 4, Census Tract 264, Bronx County, New York",1447,36.5,144,36952,548,172,115,761
"909","360050243002","Block Group 2, Census Tract 243, Bronx County, New York",1707,34.6,102,26053,47,495,40,1219
"910","360050044001","Block Group 1, Census Tract 44, Bronx County, New York",1129,24.9,81,17461,68,791,21,542
"911","360050002001","Block Group 1, Census Tract 2, Bronx County, New York",1919,39.3,226,43808,898,700,0,1438
"912","360050197001","Block Group 1, Census Tract 197, Bronx County, New York",2076,29.9,167,29609,177,871,0,1122
"913","360050358002","Block Group 2, Census Tract 358, Bronx County, New York",1614,35.8,437,80521,39,1323,78,193
"914","360050358003","Block Group 3, Census Tract 358, Bronx County, New York",795,42.3,111,73281,125,670,0,73
"915","360050371003","Block Group 3, Census Tract 371, Bronx County, New York",1251,54.9,127,14226,267,354,0,855
"916","360050385001","Block Group 1, Census Tract 385, Bronx County, New York",1388,26.7,0,NA,36,438,0,941
"917","360050421001","Block Group 1, Census Tract 421, Bronx County, New York",764,31,483,68306,132,59,369,237
"918","360050421002","Block Group 2, Census Tract 421, Bronx County, New York",817,37.1,64,28115,483,274,0,415
"919","360050451012","Block Group 2, Census Tract 451.01, Bronx County, New York",886,34.1,270,79063,704,28,66,85
"920","360050426002","Block Group 2, Census Tract 426, Bronx County, New York",1724,35,305,36400,183,1501,40,93
"921","360050458001","Block Group 1, Census Tract 458, Bronx County, New York",986,28.2,183,29697,191,393,0,651
"922","360050043002","Block Group 2, Census Tract 43, Bronx County, New York",1929,35.2,132,22105,163,650,0,1384
"923","360050043004","Block Group 4, Census Tract 43, Bronx County, New York",1100,34.6,36,26979,185,373,42,746
"924","360050064002","Block Group 2, Census Tract 64, Bronx County, New York",351,50.8,0,NA,127,127,0,281
"925","360050078003","Block Group 3, Census Tract 78, Bronx County, New York",1139,35.1,21,58720,277,127,0,1096
"926","360050085003","Block Group 3, Census Tract 85, Bronx County, New York",996,31.2,170,46696,92,461,0,509
"927","360050085001","Block Group 1, Census Tract 85, Bronx County, New York",623,33.2,43,24297,155,131,0,533
"928","360050131002","Block Group 2, Census Tract 131, Bronx County, New York",1738,33.5,222,52366,310,854,0,1030
"929","360050231001","Block Group 1, Census Tract 231, Bronx County, New York",1602,35.3,78,28365,453,686,0,876
"930","360050235012","Block Group 2, Census Tract 235.01, Bronx County, New York",872,29,15,15673,57,212,9,748
"931","360050048001","Block Group 1, Census Tract 48, Bronx County, New York",2178,28,130,39967,139,726,0,1492
"932","360050083002","Block Group 2, Census Tract 83, Bronx County, New York",769,30.3,37,NA,84,102,0,720
"933","360050083005","Block Group 5, Census Tract 83, Bronx County, New York",931,24.6,47,NA,68,434,0,697
"934","360050067004","Block Group 4, Census Tract 67, Bronx County, New York",1555,22.6,61,22960,219,703,0,852
"935","360050399013","Block Group 3, Census Tract 399.01, Bronx County, New York",1155,38,141,25329,111,246,107,788
"936","360050420002","Block Group 2, Census Tract 420, Bronx County, New York",1612,43.5,207,18523,139,1036,59,541
"937","360050429012","Block Group 2, Census Tract 429.01, Bronx County, New York",1383,29.4,203,45582,389,186,423,763
"938","360050442002","Block Group 2, Census Tract 442, Bronx County, New York",781,30.8,197,63531,30,685,0,131
"939","360050056001","Block Group 1, Census Tract 56, Bronx County, New York",904,47.5,69,13478,117,232,0,606
"940","360050145001","Block Group 1, Census Tract 145, Bronx County, New York",2711,30.4,82,32175,146,1363,6,1483
"941","360050201003","Block Group 3, Census Tract 201, Bronx County, New York",1354,34.1,83,32803,127,360,0,1122
"942","360050393001","Block Group 1, Census Tract 393, Bronx County, New York",2065,35.7,262,22333,443,581,0,1294
"943","360050393004","Block Group 4, Census Tract 393, Bronx County, New York",1761,20.9,34,20353,18,452,31,1163
"944","360050403022","Block Group 2, Census Tract 403.02, Bronx County, New York",1074,27.4,21,38929,92,202,38,799
"945","360050359001","Block Group 1, Census Tract 359, Bronx County, New York",1975,37.2,67,25490,250,505,47,1542
"946","360050368002","Block Group 2, Census Tract 368, Bronx County, New York",1027,35.9,161,46000,70,758,0,253
"947","360050449012","Block Group 2, Census Tract 449.01, Bronx County, New York",897,39.7,302,62656,793,24,7,83
"948","360050415003","Block Group 3, Census Tract 415, Bronx County, New York",383,30.6,94,45000,69,246,0,145
"949","360050436001","Block Group 1, Census Tract 436, Bronx County, New York",927,39.2,223,63942,61,744,38,189
"950","360050448002","Block Group 2, Census Tract 448, Bronx County, New York",737,43.2,165,96500,80,544,0,83
"951","360050516001","Block Group 1, Census Tract 516, Bronx County, New York",747,45.4,196,123636,645,1,0,190
"952","360050392001","Block Group 1, Census Tract 392, Bronx County, New York",1083,36.2,202,50806,74,771,0,415
"953","360050389001","Block Group 1, Census Tract 389, Bronx County, New York",1204,25.3,80,39353,369,129,54,734
"954","360050391002","Block Group 2, Census Tract 391, Bronx County, New York",1340,35.7,229,26897,425,57,0,1117
"955","360050391004","Block Group 4, Census Tract 391, Bronx County, New York",1526,28,147,39744,537,202,0,1095
"956","360050302001","Block Group 1, Census Tract 302, Bronx County, New York",536,62,184,63750,65,335,0,136
"957","360050370002","Block Group 2, Census Tract 370, Bronx County, New York",486,42.5,43,30238,48,315,37,94
"958","360050372002","Block Group 2, Census Tract 372, Bronx County, New York",1489,35.5,190,57000,289,774,50,627
"959","360050399021","Block Group 1, Census Tract 399.02, Bronx County, New York",1697,27,70,33810,202,123,0,1408
"960","360050386001","Block Group 1, Census Tract 386, Bronx County, New York",1222,31.1,384,161375,5,1211,0,20
"961","360050386005","Block Group 5, Census Tract 386, Bronx County, New York",618,42.7,29,NA,127,472,19,127
"962","360050121021","Block Group 1, Census Tract 121.02, Bronx County, New York",1509,28.7,85,22396,241,288,0,1318
"963","360050123001","Block Group 1, Census Tract 123, Bronx County, New York",1570,31.6,154,NA,49,696,10,970
"964","360050133004","Block Group 4, Census Tract 133, Bronx County, New York",1307,40.9,84,21912,162,683,30,615
"965","360050143001","Block Group 1, Census Tract 143, Bronx County, New York",1399,36.7,202,15455,61,945,0,700
"966","360050144002","Block Group 2, Census Tract 144, Bronx County, New York",1010,33.8,107,NA,343,357,13,673
"967","360050286001","Block Group 1, Census Tract 286, Bronx County, New York",610,42.5,156,82009,429,14,68,176
"968","360050289004","Block Group 4, Census Tract 289, Bronx County, New York",718,41.2,90,51848,418,11,33,475
"969","360050211002","Block Group 2, Census Tract 211, Bronx County, New York",1658,25.2,122,26845,79,989,0,751
"970","360050212001","Block Group 1, Census Tract 212, Bronx County, New York",1311,39,241,54688,150,400,361,535
"971","360050407023","Block Group 3, Census Tract 407.02, Bronx County, New York",2648,30.9,220,36046,669,319,96,2128
"972","360050407024","Block Group 4, Census Tract 407.02, Bronx County, New York",1417,26.5,67,44176,135,36,33,1177
"973","360050157001","Block Group 1, Census Tract 157, Bronx County, New York",1119,27.8,97,38323,119,139,0,977
"974","360050025002","Block Group 2, Census Tract 25, Bronx County, New York",1206,32.5,53,17700,221,533,0,714
"975","360050025004","Block Group 4, Census Tract 25, Bronx County, New York",1552,26.2,81,49567,128,373,43,1179
"976","360050227012","Block Group 2, Census Tract 227.01, Bronx County, New York",2046,33.8,274,23030,200,652,69,1390
"977","360050336004","Block Group 4, Census Tract 336, Bronx County, New York",696,47.5,106,20169,186,244,0,333
"978","360050027024","Block Group 4, Census Tract 27.02, Bronx County, New York",1155,28.8,0,11010,112,312,0,843
"979","360050169001","Block Group 1, Census Tract 169, Bronx County, New York",1513,33.5,140,28601,223,794,4,756
"980","360050173003","Block Group 3, Census Tract 173, Bronx County, New York",1357,43.3,302,19701,197,513,61,1018
"981","360050249001","Block Group 1, Census Tract 249, Bronx County, New York",0,NA,0,NA,0,0,0,0
"982","360050250001","Block Group 1, Census Tract 250, Bronx County, New York",1372,46.9,369,57045,921,0,175,367
"983","360050257001","Block Group 1, Census Tract 257, Bronx County, New York",1969,32.2,269,42679,209,360,6,1627
"984","360050451021","Block Group 1, Census Tract 451.02, Bronx County, New York",745,41.4,171,110536,697,42,0,54
"985","360050060001","Block Group 1, Census Tract 60, Bronx County, New York",1451,31.8,200,33828,367,310,43,1107
"986","360050070001","Block Group 1, Census Tract 70, Bronx County, New York",2349,34.6,117,50962,497,576,310,1231
"987","360050411003","Block Group 3, Census Tract 411, Bronx County, New York",1291,25.7,129,33636,229,562,87,548
"988","360050413001","Block Group 1, Census Tract 413, Bronx County, New York",1786,30.5,345,54803,261,204,60,1430
"989","360050413003","Block Group 3, Census Tract 413, Bronx County, New York",854,29.6,79,47862,191,80,0,753
"990","360050419001","Block Group 1, Census Tract 419, Bronx County, New York",1777,35.9,356,NA,447,427,183,980
"991","360050419004","Block Group 4, Census Tract 419, Bronx County, New York",1439,17.7,115,NA,727,247,136,920
"992","360050330001","Block Group 1, Census Tract 330, Bronx County, New York",1529,39.3,130,27925,309,464,0,1040
"993","360050033002","Block Group 2, Census Tract 33, Bronx County, New York",1171,21.2,67,20558,161,243,0,759
"994","360050072002","Block Group 2, Census Tract 72, Bronx County, New York",2501,32.8,303,26389,179,54,1307,780
"995","360050121012","Block Group 2, Census Tract 121.01, Bronx County, New York",1831,31.4,172,36875,251,536,30,1266
"996","360050430001","Block Group 1, Census Tract 430, Bronx County, New York",1624,47.9,304,88750,132,1024,97,208
"997","360050431002","Block Group 2, Census Tract 431, Bronx County, New York",1183,40.3,49,40976,174,362,0,821
"998","360050239001","Block Group 1, Census Tract 239, Bronx County, New York",1377,28.2,34,47212,54,178,62,1137
"999","360050239004","Block Group 4, Census Tract 239, Bronx County, New York",2104,27.1,165,17442,142,634,5,1686
"1000","360050241002","Block Group 2, Census Tract 241, Bronx County, New York",1365,35,128,39250,257,656,0,711
"1001","360050253003","Block Group 3, Census Tract 253, Bronx County, New York",1198,33.5,57,34167,108,193,6,1080
"1002","360050229022","Block Group 2, Census Tract 229.02, Bronx County, New York",1104,28.5,87,48266,196,408,20,624
"1003","360050233022","Block Group 2, Census Tract 233.02, Bronx County, New York",1998,26.4,96,20833,550,465,0,1684
"1004","360050244001","Block Group 1, Census Tract 244, Bronx County, New York",984,35.2,208,47125,350,68,28,562
"1005","360050273001","Block Group 1, Census Tract 273, Bronx County, New York",878,39.5,124,24743,387,175,0,698
"1006","360050295001","Block Group 1, Census Tract 295, Bronx County, New York",1830,46.2,810,110199,1121,136,141,448
"1007","360050297001","Block Group 1, Census Tract 297, Bronx County, New York",1544,45.9,857,87778,1310,9,60,373
"1008","360050310001","Block Group 1, Census Tract 310, Bronx County, New York",1121,63.1,192,74185,665,190,41,291
"1009","360050316002","Block Group 2, Census Tract 316, Bronx County, New York",959,42.4,167,91875,463,75,174,451
"1010","360050365021","Block Group 1, Census Tract 365.02, Bronx County, New York",1185,31.1,118,32798,91,280,0,904
"1011","360050462012","Block Group 2, Census Tract 462.01, Bronx County, New York",2760,36.9,838,44061,930,1655,0,1039
"1012","360050279004","Block Group 4, Census Tract 279, Bronx County, New York",1696,37.9,505,72799,566,465,201,580
"1013","360050279002","Block Group 2, Census Tract 279, Bronx County, New York",1111,54.4,360,61250,444,49,56,900
"1014","360050300004","Block Group 4, Census Tract 300, Bronx County, New York",987,51.7,178,53673,405,142,0,688
